names,codes
"Stage IVB Colon Cancer, Stage IVB Colon Cancer AJCC v7, Stage IVB Colon Cancer AJCC v8","C115054, C134289"
"Stage IVB Colorectal (Colon or Rectal) Cancer, Stage IVB Colorectal Cancer, Stage IVB Colorectal Cancer AJCC v7, Stage IVB Colorectal Cancer AJCC v8, Stage IVB Colorectal Carcinoma AJCC v8","C134197, C87820"
"Stage IVB Differentiated Thyroid Gland Cancer, Stage IVB Differentiated Thyroid Gland Carcinoma, Stage IVB Differentiated Thyroid Gland Carcinoma AJCC v7, Stage IVB Differentiated Thyroid Gland Carcinoma AJCC v8, Stage IVB Thyroid Gland Papillary or Follicular Carcinoma","C140975, C87547"
"Stage IVB Endometrial Cancer FIGO 2023, Stage IVB Endometrial Carcinoma FIGO 2023",C206247
"Stage IVB Esophageal Adenocarcinoma, Clinical Stage IVB Esophageal Adenocarcinoma AJCC v8, IVB, Pathologic Stage IVB Esophageal Adenocarcinoma AJCC v8, Postneoadjuvant Therapy Stage IVB Esophageal Adenocarcinoma AJCC v8","C133410, C133426, C133440"
"Stage IVB Esophageal Squamous Cell Cancer, Clinical Stage IVB Esophageal Squamous Cell Carcinoma AJCC v8, IVB, Pathologic Stage IVB Esophageal Squamous Cell Carcinoma AJCC v8, Postneoadjuvant Therapy Stage IVB Esophageal Squamous Cell Carcinoma AJCC v8","C133453, C133542, C133461"
"Stage IVB Extrahepatic Bile Duct Cancer, Extrahepatic Bile Duct Cancer Stage IVB, Stage IVB Carcinoma of Extrahepatic Bile Duct, Stage IVB Carcinoma of the Extrahepatic Bile Duct, Stage IVB Extrahepatic Bile Duct Carcinoma",C5774
"Stage IVB Fallopian Tube Cancer, Stage IVB Fallopian Tube Cancer AJCC v8, Stage IVB Fallopian Tube Carcinoma AJCC v8",C139999
"Stage IVB Gallbladder Cancer, Gallbladder Cancer Stage IVB AJCC v7, Gallbladder Carcinoma Stage IVB AJCC v7, Stage IVB Carcinoma of Gallbladder AJCC v7, Stage IVB Carcinoma of the Gallbladder AJCC v7, Stage IVB Gallbladder Cancer AJCC v7, Stage IVB Gallbladder Cancer AJCC v8, Stage IVB Gallbladder Carcinoma AJCC v7, Stage IVB Gallbladder Carcinoma AJCC v8","C134678, C5742"
"Stage IVB Gastric (Stomach) Cancer, Clinical Stage IVB Gastric Cancer AJCC v8, Clinical Stage IVB Gastric Carcinoma AJCC v8",C133653
"Stage IVB Hepatocellular Cancer, IVB, Stage IVB Carcinoma of Liver Cells, Stage IVB Carcinoma of the Liver Cells, Stage IVB Hepatocellular Carcinoma, Stage IVB Hepatocellular Carcinoma AJCC v7, Stage IVB Hepatocellular Carcinoma AJCC v8, Stage IVB Liver Cell Carcinoma, Stage IVB Liver Cell Carcinoma AJCC v8","C134525, C5765"
"Stage IVB Hilar Cholangiocarcinoma, IVB, Stage IVB Hilar Cholangiocarcinoma AJCC v7, Stage IVB Hilar Cholangiocarcinoma AJCC v8, Stage IVB Perihilar Cholangiocarcinoma AJCC v8","C134753, C88064"
"Stage IVB Hodgkin Lymphoma, Ann Arbor Stage IV Hodgkin Lymphoma, Ann Arbor Stage IVB Hodgkin Lymphoma, Hodgkin's Disease Stage IV, Hodgkin's Lymphoma Stage IV, Stage IV Hodgkin Lymphoma, Stage IV Hodgkin's Disease, Stage IV Hodgkin's Lymphoma, Stage IVA Hodgkin Lymphoma","C8519, C5633"
"Stage IVB Hypopharyngeal Throat Cancer, Stage IVB Carcinoma of Hypopharynx, Stage IVB Carcinoma of the Hypopharynx, Stage IVB Hypopharyngeal Carcinoma AJCC v7, Stage IVB Hypopharyngeal Carcinoma AJCC v8, Stage IVB Hypopharynx Carcinoma, stage IVB hypopharyngeal cancer","C133010, C5993"
"Stage IVB Hypopharyngeal Throat Squamous Cell Cancer, Stage IVB Epidermoid Carcinoma of Hypopharynx, Stage IVB Epidermoid Carcinoma of the Hypopharynx, Stage IVB Hypopharyngeal Epidermoid Carcinoma, Stage IVB Hypopharyngeal Squamous Cell Carcinoma, Stage IVB Hypopharyngeal Squamous Cell Carcinoma AJCC v7, Stage IVB Hypopharynx Epidermoid Carcinoma, Stage IVB Hypopharynx Squamous Cell Carcinoma, Stage IVB Squamous Cell Carcinoma of Hypopharynx, Stage IVB Squamous Cell Carcinoma of the Hypopharynx",C6131
"Stage IVB Intrahepatic Bile Duct Cancer (Cholangiocarcinoma), Stage IVB Intrahepatic Cholangiocarcinoma, Stage IVB Intrahepatic Cholangiocarcinoma AJCC v7",C88054
"Stage IVB Laryngeal Throat Cancer, Laryngeal Cancer Stage IVB, Stage IVB Carcinoma of Larynx, Stage IVB Carcinoma of the Larynx, Stage IVB Laryngeal Cancer, Stage IVB Laryngeal Cancer AJCC v7, Stage IVB Laryngeal Cancer AJCC v8, Stage IVB Laryngeal Carcinoma, Stage IVB Laryngeal Carcinoma AJCC v8, Stage IVB Larynx Carcinoma","C133163, C6004"
"Stage IVB Laryngeal Throat Squamous Cell Cancer, Stage IVB Epidermoid Carcinoma of Larynx, Stage IVB Epidermoid Carcinoma of the Larynx, Stage IVB Laryngeal Epidermoid Carcinoma, Stage IVB Laryngeal Squamous Cell Carcinoma, Stage IVB Laryngeal Squamous Cell Carcinoma AJCC v7, Stage IVB Larynx Epidermoid Carcinoma, Stage IVB Larynx Squamous Cell Carcinoma, Stage IVB Squamous Cell Carcinoma of Larynx, Stage IVB Squamous Cell Carcinoma of the Larynx",C6123
"Stage IVB Laryngeal Throat Verrucous Cancer, Stage IVB Laryngeal Verrucous Carcinoma, Stage IVB Laryngeal Verrucous Carcinoma AJCC v7, Stage IVB Larynx Verrucous Carcinoma, Stage IVB Verrucous Carcinoma of Larynx, Stage IVB Verrucous Carcinoma of the Larynx",C6126
"Stage IVB Lip and Oral Cavity Cancer, Stage IVB Lip and Oral Cavity Cancer AJCC v8, Stage IVB Lip and Oral Cavity Carcinoma AJCC v8",C132734
"Stage IVB Lip and Oral Cavity Squamous Cell Cancer, Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma, Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6, Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7, Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma AJCC v7",C115062
"Stage IVB Liver Cancer, Stage IVB Liver Carcinoma",C7123
"Stage IVB Lung Cancer, Stage IVB Lung Cancer AJCC v8",C136484
"Stage IVB Major Salivary Gland Cancer, Stage IVB Major Salivary Gland Cancer AJCC v7, Stage IVB Major Salivary Gland Cancer AJCC v8, Stage IVB Major Salivary Gland Carcinoma, Stage IVB Major Salivary Gland Carcinoma AJCC v7, Stage IVB Major Salivary Gland Carcinoma AJCC v8, Stage IVB Salivary Gland Cancer","C35695, C132789"
"Stage IVB Mucosal Melanoma of the Head and Neck, Stage IVB Head and Neck Mucosal Melanoma AJCC v7, Stage IVB Mucosal Melanoma of the Head and Neck AJCC v7",C87534
"Stage IVB Mycosis Fungoides and Sezary Syndrome, Stage IVB Mycosis Fungoides and Sezary Syndrome AJCC v7",C88162
Stage IVB Mycosis Fungoides and Sezary Syndrome AJCC v8,C141359
"Stage IVB Nasal Cavity and Paranasal Sinus Cancer, Stage IVB Nasal Cavity and Paranasal Sinus Cancer AJCC v7, Stage IVB Nasal Cavity and Paranasal Sinus Cancer AJCC v8, Stage IVB Nasal Cavity and Paranasal Sinus Carcinoma AJCC v8, Stage IVB Sinonasal Cancer AJCC v7, Stage IVB Sinonasal Cancer AJCC v8, Stage IVB Sinonasal Carcinoma AJCC v7, Stage IVB Sinonasal Carcinoma AJCC v8","C133081, C87502"
"Stage IVB Nasal Cavity and Paranasal Sinus Squamous Cell Cancer, Stage IVB Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma, Stage IVB Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma AJCC v7, Stage IVB Sinonasal Squamous Cell Carcinoma AJCC v7",C115075
"Stage IVB Nasopharyngeal Throat Cancer, Stage IVB Carcinoma of Nasopharynx, Stage IVB Carcinoma of the Nasopharynx, Stage IVB Nasopharyngeal Carcinoma, Stage IVB Nasopharyngeal Carcinoma AJCC v7, Stage IVB Nasopharyngeal Carcinoma AJCC v8, Stage IVB Nasopharynx Carcinoma","C132822, C5996"
"Stage IVB Nasopharyngeal Throat Keratinizing Squamous Cell Cancer, Stage IVB Keratinizing Epidermoid Carcinoma of Nasopharynx, Stage IVB Keratinizing Epidermoid Carcinoma of the Nasopharynx, Stage IVB Keratinizing Squamous Cell Carcinoma of Nasopharynx, Stage IVB Keratinizing Squamous Cell Carcinoma of the Nasopharynx, Stage IVB Nasopharyngeal Keratinizing Epidermoid Carcinoma, Stage IVB Nasopharyngeal Keratinizing Squamous Cell Carcinoma, Stage IVB Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7, Stage IVB Nasopharynx Keratinizing Epidermoid Carcinoma, Stage IVB Nasopharynx Keratinizing Squamous Cell Carcinoma",C6138
"Stage IVB Oral Cavity Adenoid Cystic Cancer, Stage IVB Adenoid Cystic Carcinoma of Mouth, Stage IVB Adenoid Cystic Carcinoma of Oral Cavity, Stage IVB Adenoid Cystic Carcinoma of the Mouth, Stage IVB Adenoid Cystic Carcinoma of the Oral Cavity, Stage IVB Mouth Adenoid Cystic Carcinoma, Stage IVB Oral Cavity Adenoid Cystic Carcinoma, Stage IVB Oral Cavity Adenoid Cystic Carcinoma AJCC v6, Stage IVB Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7, Stage IVB Oral Cavity Adenoid Cystic Carcinoma AJCC v7",C5864
"Stage IVB Oral Cavity Cancer, Stage IVB Carcinoma of Mouth, Stage IVB Carcinoma of Oral Cavity, Stage IVB Carcinoma of the Mouth, Stage IVB Carcinoma of the Oral Cavity, Stage IVB Mouth Carcinoma, Stage IVB Oral Cavity Cancer AJCC v6, Stage IVB Oral Cavity Cancer AJCC v6 and v7, Stage IVB Oral Cavity Cancer AJCC v7, Stage IVB Oral Cavity Carcinoma",C5888
"Stage IVB Oral Cavity Verrucous Cancer, Stage IVB Epidermoid Carcinoma of Mouth, Stage IVB Epidermoid Carcinoma of Oral Cavity, Stage IVB Epidermoid Carcinoma of the Mouth, Stage IVB Epidermoid Carcinoma of the Oral Cavity, Stage IVB Mouth Epidermoid Carcinoma, Stage IVB Mouth Squamous Cell Carcinoma, Stage IVB Oral Cavity Epidermoid Carcinoma, Stage IVB Oral Cavity Squamous Cell Cancer, Stage IVB Oral Cavity Squamous Cell Carcinoma, Stage IVB Oral Cavity Squamous Cell Carcinoma AJCC v6, Stage IVB Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7, Stage IVB Oral Cavity Squamous Cell Carcinoma AJCC v7, Stage IVB Oral Cavity Verrucous Carcinoma, Stage IVB Squamous Cell Carcinoma of Mouth, Stage IVB Squamous Cell Carcinoma of Oral Cavity, Stage IVB Squamous Cell Carcinoma of the Mouth, Stage IVB Squamous Cell Carcinoma of the Oral Cavity",C6058
"Stage IVB Oropharyngeal (p16-Negative) Throat Cancer, Stage IVB Oropharyngeal (p16-Negative) Carcinoma AJCC v8",C133001
"Stage IVB Oropharyngeal Throat Cancer, Stage IVB Carcinoma of Oropharynx, Stage IVB Carcinoma of the Oropharynx, Stage IVB Oropharyngeal Carcinoma, Stage IVB Oropharyngeal Carcinoma AJCC v7, Stage IVB Oropharynx Carcinoma",C5986
"Stage IVB Oropharyngeal Throat Squamous Cell Cancer, Stage IVB Epidermoid Carcinoma of Oropharynx, Stage IVB Epidermoid Carcinoma of the Oropharynx, Stage IVB Oropharyngeal Epidermoid Carcinoma, Stage IVB Oropharyngeal Squamous Cell Carcinoma, Stage IVB Oropharyngeal Squamous Cell Carcinoma AJCC v7, Stage IVB Oropharynx Epidermoid Carcinoma, Stage IVB Oropharynx Squamous Cell Carcinoma, Stage IVB Squamous Cell Carcinoma of Oropharynx, Stage IVB Squamous Cell Carcinoma of the Oropharynx",C6139
"Stage IVB Osteosarcoma, Stage IVB Osteogenic Sarcoma, Stage IVB Osteosarcoma AJCC v7",C6703
"Stage IVB Ovarian Cancer, Stage IVB Ovarian Cancer AJCC v8, Stage IVB Ovarian Carcinoma AJCC v8",C139979
Stage IVB Pancreatic Cancer,C8575
"Stage IVB Paranasal Sinus Cancer, Stage IVB Accessory Sinus Carcinoma, Stage IVB Carcinoma of Accessory Sinus, Stage IVB Carcinoma of Paranasal Sinus, Stage IVB Carcinoma of the Accessory Sinus, Stage IVB Carcinoma of the Paranasal Sinus, Stage IVB Paranasal Sinus Cancer AJCC v7, Stage IVB Paranasal Sinus Carcinoma",C6071
"Stage IVB Pharyngeal Cancer, Pharyngeal Cancer Stage IVB, Stage IVB Carcinoma of Pharynx, Stage IVB Carcinoma of the Pharynx, Stage IVB Pharyngeal Carcinoma, Stage IVB Pharynx Carcinoma",C6001
"Stage IVB Primary Peritoneal Cancer, Stage IVB Primary Peritoneal Cancer AJCC v8, Stage IVB Primary Peritoneal Carcinoma AJCC v8",C140014
"Stage IVB Prostate Cancer, IVB, Stage IVB Prostate Cancer AJCC v8, Stage IVB Prostate Carcinoma AJCC v8",C140175
"Stage IVB Rectal Cancer, Stage IVB Rectal Cancer AJCC v7, Stage IVB Rectal Cancer AJCC v8","C115056, C134303"
"Stage IVB Thymoma, Stage IVB Thymoma AJCC v8",C136356
"Stage IVB Thymus Epithelial Neoplasm, Stage IVB Thymic Epithelial Neoplasm AJCC v8, Stage IVB Thymus Epithelial Neoplasm AJCC v8",C136331
"Stage IVB Thyroid Gland Follicular Cancer, Stage IVB Thyroid Gland Follicular Carcinoma, Stage IVB Thyroid Gland Follicular Carcinoma AJCC v7, Stage IVB Thyroid Gland Follicular Carcinoma AJCC v8","C115036, C140998"
"Stage IVB Thyroid Gland Medullary Cancer, Stage IVB Thyroid Gland Medullary Carcinoma, Stage IVB Thyroid Gland Medullary Carcinoma AJCC v7, Stage IVB Thyroid Gland Medullary Carcinoma AJCC v8","C141048, C87550"
"Stage IVB Thyroid Gland Papillary Cancer, IVB, Stage IVB Thyroid Gland Papillary Carcinoma, Stage IVB Thyroid Gland Papillary Carcinoma AJCC v7, Stage IVB Thyroid Gland Papillary Carcinoma AJCC v8","C140986, C115039"
"Stage IVB Undifferentiated Oropharyngeal Throat Cancer, Stage IVB Oropharyngeal Lymphoepithelioma, Stage IVB Oropharyngeal Lymphoepithelioma AJCC v7, Stage IVB Oropharyngeal Undifferentiated Carcinoma, Stage IVB Oropharyngeal Undifferentiated Carcinoma AJCC v7",C115091
"Stage IVB Uterine (including Endometrial) Cancer, Stage IVB Uterine Corpus Cancer AJCC v7, Stage IVB Uterine Corpus Cancer AJCC v8, Stage IVB Uterine Corpus Carcinoma or Carcinosarcoma AJCC v8, Stage IVB Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage","C139814, C6310"
"Stage IVB Uterine Corpus Leiomyosarcoma, Stage IVB Uterine Corpus Leiomyosarcoma AJCC v8",C139881
"Stage IVB Uterine Sarcoma, Stage IVB Uterine Sarcoma AJCC v7",C87144
"Stage IVB Vaginal Cancer, AJCC Stage IVB Vaginal Cancer, FIGO Stage IVB Carcinoma of Vagina, FIGO Stage IVB Carcinoma of the Vagina, FIGO Stage IVB Vagina Carcinoma, FIGO Stage IVB Vaginal Carcinoma, Stage IVB Vaginal Cancer AJCC v6, Stage IVB Vaginal Cancer AJCC v6 and v7, Stage IVB Vaginal Cancer AJCC v7, Stage IVB Vaginal Cancer AJCC v8, Stage IVB Vaginal Carcinoma AJCC v6, Stage IVB Vaginal Carcinoma AJCC v7, Stage IVB Vaginal Carcinoma AJCC v8, Vaginal Cancer Stage IVB","C139670, C9355"
"Stage IVB Vulvar Cancer, Stage IVB Carcinoma of Vulva, Stage IVB Carcinoma of the Vulva, Stage IVB Vulva Carcinoma, Stage IVB Vulval Cancer, Stage IVB Vulval Carcinoma, Stage IVB Vulvar Cancer AJCC v6, Stage IVB Vulvar Cancer AJCC v6 and v7, Stage IVB Vulvar Cancer AJCC v7, Stage IVB Vulvar Cancer AJCC v8, Stage IVB Vulvar Carcinoma, Stage IVB Vulvar Carcinoma AJCC v8","C139630, C27247"
"Stage IVC Appendix Cancer, Stage IVC Appendiceal Carcinoma AJCC v8, Stage IVC Appendix Carcinoma, Stage IVC Appendix Carcinoma AJCC v7, Stage IVC Appendix Carcinoma AJCC v8","C87808, C134132"
"Stage IVC Colon Cancer, Stage IVC Colon Cancer AJCC v8",C134290
"Stage IVC Colorectal (Colon or Rectal) Cancer, Stage IVC Colorectal Cancer AJCC v8, Stage IVC Colorectal Carcinoma AJCC v8",C134198
"Stage IVC Differentiated Thyroid Gland Cancer, Stage IVC Differentiated Thyroid Gland Carcinoma, Stage IVC Differentiated Thyroid Gland Carcinoma AJCC v7, Stage IVC Thyroid Gland Papillary or Follicular Carcinoma",C87548
"Stage IVC Hypopharyngeal Throat Cancer, Stage IVC Carcinoma of Hypopharynx, Stage IVC Carcinoma of the Hypopharynx, Stage IVC Hypopharyngeal Carcinoma, Stage IVC Hypopharyngeal Carcinoma AJCC v7, Stage IVC Hypopharyngeal Carcinoma AJCC v8, Stage IVC Hypopharynx Carcinoma, stage IVC hypopharyngeal cancer","C133011, C5994"
"Stage IVC Hypopharyngeal Throat Squamous Cell Cancer, Stage IVC Epidermoid Carcinoma of Hypopharynx, Stage IVC Epidermoid Carcinoma of the Hypopharynx, Stage IVC Hypopharyngeal Epidermoid Carcinoma, Stage IVC Hypopharyngeal Squamous Cell Carcinoma, Stage IVC Hypopharyngeal Squamous Cell Carcinoma AJCC v7, Stage IVC Hypopharynx Epidermoid Carcinoma, Stage IVC Hypopharynx Squamous Cell Carcinoma, Stage IVC Squamous Cell Carcinoma of Hypopharynx, Stage IVC Squamous Cell Carcinoma of the Hypopharynx",C6130
"Stage IVC Laryngeal Throat Cancer, Laryngeal Cancer Stage IVC, Stage IVC Carcinoma of Larynx, Stage IVC Carcinoma of the Larynx, Stage IVC Laryngeal Cancer, Stage IVC Laryngeal Cancer AJCC v7, Stage IVC Laryngeal Cancer AJCC v8, Stage IVC Laryngeal Carcinoma, Stage IVC Laryngeal Carcinoma AJCC v8, Stage IVC Larynx Carcinoma","C133164, C6003"
"Stage IVC Laryngeal Throat Squamous Cell Cancer, Stage IVC Epidermoid Carcinoma of Larynx, Stage IVC Epidermoid Carcinoma of the Larynx, Stage IVC Laryngeal Epidermoid Carcinoma, Stage IVC Laryngeal Squamous Cell Carcinoma, Stage IVC Laryngeal Squamous Cell Carcinoma AJCC v7, Stage IVC Larynx Epidermoid Carcinoma, Stage IVC Larynx Squamous Cell Carcinoma, Stage IVC Squamous Cell Carcinoma of Larynx, Stage IVC Squamous Cell Carcinoma of the Larynx",C6124
"Stage IVC Laryngeal Throat Verrucous Cancer, Stage IVC Laryngeal Verrucous Carcinoma, Stage IVC Laryngeal Verrucous Carcinoma AJCC v7, Stage IVC Larynx Verrucous Carcinoma, Stage IVC Verrucous Carcinoma of Larynx, Stage IVC Verrucous Carcinoma of the Larynx",C6125
"Stage IVC Lip and Oral Cavity Cancer, Stage IVC Lip and Oral Cavity Cancer AJCC v8, Stage IVC Lip and Oral Cavity Carcinoma AJCC v8",C132735
"Stage IVC Lip and Oral Cavity Squamous Cell Cancer, Stage IVC Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6, Stage IVC Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7, Stage IVC Lip and Oral Cavity Squamous Cell Carcinoma AJCC v7",C115063
"Stage IVC Major Salivary Gland Cancer, Stage IVC Major Salivary Gland Cancer AJCC v7, Stage IVC Major Salivary Gland Cancer AJCC v8, Stage IVC Major Salivary Gland Carcinoma, Stage IVC Major Salivary Gland Carcinoma AJCC v7, Stage IVC Major Salivary Gland Carcinoma AJCC v8, Stage IVC Salivary Gland Cancer","C35696, C132790"
"Stage IVC Mucosal Melanoma of the Head and Neck, Stage IVC Head and Neck Mucosal Melanoma AJCC v7, Stage IVC Mucosal Melanoma of the Head and Neck AJCC v7",C87535
"Stage IVC Nasal Cavity and Paranasal Sinus Cancer, Stage IVC Nasal Cavity and Paranasal Sinus Cancer AJCC v7, Stage IVC Nasal Cavity and Paranasal Sinus Cancer AJCC v8, Stage IVC Nasal Cavity and Paranasal Sinus Carcinoma AJCC v8, Stage IVC Sinonasal Cancer AJCC v7, Stage IVC Sinonasal Cancer AJCC v8, Stage IVC Sinonasal Carcinoma AJCC v7, Stage IVC Sinonasal Carcinoma AJCC v8","C133082, C87503"
"Stage IVC Nasal Cavity and Paranasal Sinus Squamous Cell Cancer, Stage IVC Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma, Stage IVC Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma AJCC v7, Stage IVC Sinonasal Squamous Cell Carcinoma AJCC v7",C115076
"Stage IVC Nasopharyngeal Throat Cancer, Stage IVC Carcinoma of Nasopharynx, Stage IVC Carcinoma of the Nasopharynx, Stage IVC Nasopharyngeal Carcinoma, Stage IVC Nasopharyngeal Carcinoma AJCC v7, Stage IVC Nasopharynx Carcinoma",C5995
"Stage IVC Nasopharyngeal Throat Keratinizing Squamous Cell Cancer, Nasopharyngeal Keratinizing Squamous Cell Carcinoma Stage IVC, Stage IVC Nasopharyngeal Keratinizing Squamous Cell Carcinoma, Stage IVC Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7",C6236
"Stage IVC Oral Cavity Adenoid Cystic Cancer, Stage IVC Adenoid Cystic Carcinoma of Mouth, Stage IVC Adenoid Cystic Carcinoma of Oral Cavity, Stage IVC Adenoid Cystic Carcinoma of the Mouth, Stage IVC Adenoid Cystic Carcinoma of the Oral Cavity, Stage IVC Mouth Adenoid Cystic Carcinoma, Stage IVC Oral Cavity Adenoid Cystic Carcinoma, Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6, Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7, Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v7",C5865
"Stage IVC Oral Cavity Cancer, Stage IVC Carcinoma of Mouth, Stage IVC Carcinoma of Oral Cavity, Stage IVC Carcinoma of the Mouth, Stage IVC Carcinoma of the Oral Cavity, Stage IVC Mouth Carcinoma, Stage IVC Oral Cavity Cancer AJCC v6, Stage IVC Oral Cavity Cancer AJCC v6 and v7, Stage IVC Oral Cavity Cancer AJCC v7, Stage IVC Oral Cavity Carcinoma",C5889
"Stage IVC Oral Cavity Verrucous Cancer, Stage IVC Epidermoid Carcinoma of Mouth, Stage IVC Epidermoid Carcinoma of Oral Cavity, Stage IVC Epidermoid Carcinoma of the Mouth, Stage IVC Epidermoid Carcinoma of the Oral Cavity, Stage IVC Mouth Epidermoid Carcinoma, Stage IVC Mouth Squamous Cell Carcinoma, Stage IVC Oral Cavity Epidermoid Carcinoma, Stage IVC Oral Cavity Squamous Cell Cancer, Stage IVC Oral Cavity Squamous Cell Carcinoma, Stage IVC Oral Cavity Squamous Cell Carcinoma AJCC v6, Stage IVC Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7, Stage IVC Oral Cavity Squamous Cell Carcinoma AJCC v7, Stage IVC Oral Cavity Verrucous Carcinoma, Stage IVC Squamous Cell Carcinoma of Mouth, Stage IVC Squamous Cell Carcinoma of Oral Cavity, Stage IVC Squamous Cell Carcinoma of the Mouth, Stage IVC Squamous Cell Carcinoma of the Oral Cavity",C6059
"Stage IVC Oropharyngeal (p16-Negative) Throat Cancer, Stage IVC Oropharyngeal (p16-Negative) Carcinoma AJCC v8",C133002
"Stage IVC Oropharyngeal Throat Cancer, Stage IVC Carcinoma of Oropharynx, Stage IVC Carcinoma of the Oropharynx, Stage IVC Oropharyngeal Carcinoma, Stage IVC Oropharyngeal Carcinoma AJCC v7, Stage IVC Oropharynx Carcinoma",C5987
"Stage IVC Oropharyngeal Throat Squamous Cell Cancer, Stage IVC Epidermoid Carcinoma of Oropharynx, Stage IVC Epidermoid Carcinoma of the Oropharynx, Stage IVC Oropharyngeal Epidermoid Carcinoma, Stage IVC Oropharyngeal Squamous Cell Carcinoma, Stage IVC Oropharyngeal Squamous Cell Carcinoma AJCC v7, Stage IVC Oropharynx Epidermoid Carcinoma, Stage IVC Oropharynx Squamous Cell Carcinoma, Stage IVC Squamous Cell Carcinoma of Oropharynx, Stage IVC Squamous Cell Carcinoma of the Oropharynx",C6140
